"ID товара";Артикул;Категория;"URL категории";Товар;Вариант;"Краткое описание";Описание;Цена;"Старая цена";"URL товара";Изображение;Количество;Активность;"Заголовок [SEO]";"Ключевые слова [SEO]";"Описание [SEO]";Рекомендуемый;Новый;Сортировка;Вес;"Связанные артикулы";"Смежные категории";"Ссылка на товар";Валюта;"Единицы измерения";"Длина   ";"Ширина   ";"Толщина   ";"Основная камера   ";"Частота кадров   ";"Разрешение видео   ";"Фронтальная камера   ";"Разрешение экрана   ";"Диагональ   ";"Тип экрана   ";"Оперативная память   ";"Количество ядер   ";"Емкость аккумулятора   ";"Процессор   ";"Поддержка MicroSD   ";"Количество SIM-карт   ";"Версия ОС   ";"Вес   ";"Максимальный объём памяти ";"Размеры ";"Вес [prop attr=42] ";"Тип батареи ";"Точность хода ";"Водонепроницаемость ";"Объём памяти [size]";"Цвет[prop attr=Смартфоны] [color]";"Цвет [color]";"Размер[prop attr=Детская обувь] [size]";"Размер обуви [size]";"Размер [size]";"Размер[prop attr=Леггинсы] [size]";"Окончание акции (дд.мм.гггг) ";"Год изготовления[prop attr=Шины] [prop attr=51] ";"Сложные характеристики"
91;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera Snow (X-Grip) 225/40 R18 92V XL";;;;645;;accelera-snow-x-grip-225-40-r18-92v-xl;no-img.jpg;1;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Страна производства  [prop attr=Шины]=[type=assortmentCheckBox value=XL##1## product_margin=XL## activity=1 filter=1 description=]&Производитель   [prop attr=Шины] [prop attr=24]=[type=assortmentCheckBox value=Accelera##1## product_margin=Accelera## activity=1 filter=1 description=]&Высота [prop attr=Шины] [prop attr=25]=[type=assortmentCheckBox value=зимняя##1## product_margin=зимняя## activity=1 filter=1 description=]&Сезон  [prop attr=Шины] [prop attr=27]=[type=assortmentCheckBox value=Зимние шины##1## product_margin=Зимние шины## activity=1 filter=1 description=]&Индекс нагрузки[prop attr=Шины] [prop attr=31]=[type=assortmentCheckBox value={(int)92}##1## product_margin={(int)92}## activity=1 filter=1 description=]&Индекс скорости[prop attr=Шины] [prop attr=32]=[type=assortmentCheckBox value=V##1## product_margin=V## activity=1 filter=1 description=]&Диаметр [prop attr=Шины] [prop attr=58]=[type=assortmentCheckBox value=40##1## product_margin=40## activity=1 filter=1 description=]&Шипы[prop attr=Шины]=[type=assortmentCheckBox value=Нет##1## product_margin=Нет## activity=1 filter=1 description=]"
74;;"Шины по диаметру/R17";shiny-po-diametru/r17;"Accelera PHI 235/55 ZR17 103W XL";;;;"2 240";;accelera-phi-235-55-zr17-103w-xl;accelera-phi-235-55-zr17-103w-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;;"Шины по диаметру/R17";shiny-po-diametru/r17;"Accelera PHI 225/45 ZR17 94W XL";;;;"1 223";;accelera-phi-225-45-zr17-94w-xl;accelera-phi-225-45-zr17-94w-xl.jpg;2;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera PHI 245/40 ZR19 98W XL";;;;954;;accelera-phi-245-40-zr19-98w-xl;accelera-phi-245-40-zr19-98w-xl.jpg;1;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera PHI 255/40 ZR19 100Y XL";;;;"2 390";;accelera-phi-255-40-zr19-100y-xl;accelera-phi-255-40-zr19-100y-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;;"Шины по диаметру/R18";shiny-po-diametru/r18;"Accelera PHI 235/40 ZR18 95Y XL";;;;"1 747";;accelera-phi-235-40-zr18-95y-xl;accelera-phi-235-40-zr18-95y-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;;"Шины по диаметру/R20";shiny-po-diametru/r20;"Accelera PHI 255/35 ZR20 97Y XL";;;;"2 338";;accelera-phi-255-35-zr20-97y-xl;accelera-phi-255-35-zr20-97y-xl.jpg;4;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;;"Шины по диаметру/R17";shiny-po-diametru/r17;"Accelera PHI 225/50 ZR17 98W XL";;;;848;;accelera-phi-225-50-zr17-98w-xl;accelera-phi-225-50-zr17-98w-xl.jpg;1;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;;"Шины по диаметру/R16";shiny-po-diametru/r16;"Accelera PHI 235/60 ZR16 104W XL";;;;"1 122";;accelera-phi-235-60-zr16-104w-xl;accelera-phi-235-60-zr16-104w-xl.jpg;1;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;;"Шины по диаметру/R19";shiny-po-diametru/r19;"Accelera PHI 245/45 ZR19 102Y XL";;;;"2 271";;accelera-phi-245-45-zr19-102y-xl;accelera-phi-245-45-zr19-102y-xl.jpg;2;1;;;;0;0;0;15,6;;;;UAH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
